lon,childrenUrls,url,$type,commonName,children,placeType,lat,additionalProperties,id
-0.06797,[],https://api-argon.tfl.gov.uk/Place/BikePoints_134,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Wapping High Street, Wapping",[],BikePoint,51.504904,BikePoints_134
-0.104708,[],https://api-argon.tfl.gov.uk/Place/BikePoints_135,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Clerkenwell Green, Clerkenwell",[],BikePoint,51.52326,BikePoints_135
-0.097441,[],https://api-argon.tfl.gov.uk/Place/BikePoints_136,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Queen Victoria Street, St. Paul's",[],BikePoint,51.511961,BikePoints_136
-0.153319,[],https://api-argon.tfl.gov.uk/Place/BikePoints_137,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Bourne Street, Belgravia",[],BikePoint,51.490874,BikePoints_137
-0.157436,[],https://api-argon.tfl.gov.uk/Place/BikePoints_138,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Green Street, Mayfair",[],BikePoint,51.512276,BikePoints_138
-0.117974,[],https://api-argon.tfl.gov.uk/Place/BikePoints_139,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Lambeth Road, Vauxhall",[],BikePoint,51.494881,BikePoints_139
-0.085634,[],https://api-argon.tfl.gov.uk/Place/BikePoints_140,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Finsbury Square , Moorgate",[],BikePoint,51.520962,BikePoints_140
-0.147203,[],https://api-argon.tfl.gov.uk/Place/BikePoints_141,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Chapel Place, Marylebone",[],BikePoint,51.515308,BikePoints_141
-0.198286,[],https://api-argon.tfl.gov.uk/Place/BikePoints_142,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","West Cromwell Road, Earl's Court",[],BikePoint,51.493724,BikePoints_142
-0.161203,[],https://api-argon.tfl.gov.uk/Place/BikePoints_143,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Pont Street, Knightsbridge",[],BikePoint,51.496886,BikePoints_143
-0.111435,[],https://api-argon.tfl.gov.uk/Place/BikePoints_144,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Kennington Cross, Kennington",[],BikePoint,51.48894,BikePoints_144
-0.202759,[],https://api-argon.tfl.gov.uk/Place/BikePoints_145,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Ilchester Place, Kensington",[],BikePoint,51.500743,BikePoints_145
-0.129361,[],https://api-argon.tfl.gov.uk/Place/BikePoints_146,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Vauxhall Bridge , Pimlico",[],BikePoint,51.488365,BikePoints_146
-0.116146,[],https://api-argon.tfl.gov.uk/Place/BikePoints_147,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Portugal Street, Holborn",[],BikePoint,51.514943,BikePoints_147
-0.138364,[],https://api-argon.tfl.gov.uk/Place/BikePoints_148,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Tachbrook Street, Victoria",[],BikePoint,51.492111,BikePoints_148
-0.110683,[],https://api-argon.tfl.gov.uk/Place/BikePoints_149,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Kennington Road Post Office, Oval",[],BikePoint,51.484788,BikePoints_149
-0.168917,[],https://api-argon.tfl.gov.uk/Place/BikePoints_150,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Holy Trinity Brompton, Knightsbridge",[],BikePoint,51.497056,BikePoints_150
-0.201554,[],https://api-argon.tfl.gov.uk/Place/BikePoints_151,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Chepstow Villas, Notting Hill",[],BikePoint,51.512136,BikePoints_151
-0.101536,[],https://api-argon.tfl.gov.uk/Place/BikePoints_152,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Hampton Street, Walworth",[],BikePoint,51.49217,BikePoints_152
-0.174292,[],https://api-argon.tfl.gov.uk/Place/BikePoints_153,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Bayswater Road, Hyde Park",[],BikePoint,51.511834,BikePoints_153
-0.112824,[],https://api-argon.tfl.gov.uk/Place/BikePoints_154,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Waterloo Station 3, Waterloo",[],BikePoint,51.503791,BikePoints_154
-0.191933,[],https://api-argon.tfl.gov.uk/Place/BikePoints_155,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Lexham Gardens, Kensington",[],BikePoint,51.495866,BikePoints_155
-0.092921,[],https://api-argon.tfl.gov.uk/Place/BikePoints_156,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","New Kent Road, The Borough",[],BikePoint,51.494436,BikePoints_156
-0.193068,[],https://api-argon.tfl.gov.uk/Place/BikePoints_157,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Wright's Lane, Kensington",[],BikePoint,51.500397,BikePoints_157
-0.19617,[],https://api-argon.tfl.gov.uk/Place/BikePoints_158,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Trebovir Road, Earl's Court",[],BikePoint,51.490853,BikePoints_158
-0.137841,[],https://api-argon.tfl.gov.uk/Place/BikePoints_159,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Great Marlborough Street, Soho",[],BikePoint,51.514619,BikePoints_159
-0.131773,[],https://api-argon.tfl.gov.uk/Place/BikePoints_160,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Waterloo Place, St. James's",[],BikePoint,51.506633,BikePoints_160
-0.141334,[],https://api-argon.tfl.gov.uk/Place/BikePoints_161,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Guildhouse Street, Victoria",[],BikePoint,51.492345,BikePoints_161
-0.121328,[],https://api-argon.tfl.gov.uk/Place/BikePoints_162,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Southampton Place, Holborn",[],BikePoint,51.517606,BikePoints_162
-0.167894,[],https://api-argon.tfl.gov.uk/Place/BikePoints_163,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Sloane Avenue, Knightsbridge",[],BikePoint,51.493184,BikePoints_163
-0.183118,[],https://api-argon.tfl.gov.uk/Place/BikePoints_164,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Cleveland Gardens, Bayswater",[],BikePoint,51.515607,BikePoints_164
-0.183716,[],https://api-argon.tfl.gov.uk/Place/BikePoints_165,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Orsett Terrace, Bayswater",[],BikePoint,51.517932,BikePoints_165
-0.159237,[],https://api-argon.tfl.gov.uk/Place/BikePoints_166,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Seville Street, Knightsbridge",[],BikePoint,51.501855,BikePoints_166
-0.147624,[],https://api-argon.tfl.gov.uk/Place/BikePoints_167,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Eccleston Place, Victoria",[],BikePoint,51.49395,BikePoints_167
-0.195455,[],https://api-argon.tfl.gov.uk/Place/BikePoints_168,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Argyll Road, Kensington",[],BikePoint,51.500401,BikePoints_168
-0.165164,[],https://api-argon.tfl.gov.uk/Place/BikePoints_169,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Porchester Place, Paddington",[],BikePoint,51.514746,BikePoints_169
-0.108068,[],https://api-argon.tfl.gov.uk/Place/BikePoints_170,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Hardwick Street, Clerkenwell",[],BikePoint,51.527842,BikePoints_170
-0.186753,[],https://api-argon.tfl.gov.uk/Place/BikePoints_171,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Collingham Gardens, Earl's Court",[],BikePoint,51.491615,BikePoints_171
-0.173715,[],https://api-argon.tfl.gov.uk/Place/BikePoints_172,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Sumner Place, South Kensington",[],BikePoint,51.491211,BikePoints_172
-0.113001,[],https://api-argon.tfl.gov.uk/Place/BikePoints_173,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Waterloo Road, South Bank",[],BikePoint,51.50486,BikePoints_173
-0.115163,[],https://api-argon.tfl.gov.uk/Place/BikePoints_174,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Strand, Strand",[],BikePoint,51.512529,BikePoints_174
-0.081118,[],https://api-argon.tfl.gov.uk/Place/BikePoints_175,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Appold Street, Liverpool Street",[],BikePoint,51.521743,BikePoints_175
-0.188098,[],https://api-argon.tfl.gov.uk/Place/BikePoints_176,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Gloucester Terrace, Bayswater",[],BikePoint,51.517919,BikePoints_176
-0.140947,[],https://api-argon.tfl.gov.uk/Place/BikePoints_177,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Ashley Place, Victoria",[],BikePoint,51.49616,BikePoints_177
-0.141923,[],https://api-argon.tfl.gov.uk/Place/BikePoints_178,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Warwick Square, Pimlico",[],BikePoint,51.489856,BikePoints_178
-0.153645,[],https://api-argon.tfl.gov.uk/Place/BikePoints_180,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","North Audley Street, Mayfair",[],BikePoint,51.512911,BikePoints_180
-0.152317,[],https://api-argon.tfl.gov.uk/Place/BikePoints_181,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Belgrave Square, Belgravia",[],BikePoint,51.499412,BikePoints_181
-0.165842,[],https://api-argon.tfl.gov.uk/Place/BikePoints_182,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Bell Street , Marylebone",[],BikePoint,51.522029,BikePoints_182
-0.136123,[],https://api-argon.tfl.gov.uk/Place/BikePoints_183,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Riverlight North, Nine Elms",[],BikePoint,51.482362,BikePoints_183
-0.145211,[],https://api-argon.tfl.gov.uk/Place/BikePoints_184,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Portland Place, Marylebone",[],BikePoint,51.520715,BikePoints_184
-0.140741,[],https://api-argon.tfl.gov.uk/Place/BikePoints_185,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Alderney Street, Pimlico",[],BikePoint,51.488057,BikePoints_185
-0.17581,[],https://api-argon.tfl.gov.uk/Place/BikePoints_186,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","South Wharf Road, Paddington",[],BikePoint,51.517335,BikePoints_186
-0.178433,[],https://api-argon.tfl.gov.uk/Place/BikePoints_187,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Queen's Gate (South), South Kensington",[],BikePoint,51.492479,BikePoints_187
-0.164393,[],https://api-argon.tfl.gov.uk/Place/BikePoints_188,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Nutford Place, Marylebone",[],BikePoint,51.516517,BikePoints_188
-0.109914,[],https://api-argon.tfl.gov.uk/Place/BikePoints_189,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Claremont Square, Angel",[],BikePoint,51.531666,BikePoints_189
-0.132845,[],https://api-argon.tfl.gov.uk/Place/BikePoints_190,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Rampayne Street, Pimlico",[],BikePoint,51.489975,BikePoints_190
-0.15352,[],https://api-argon.tfl.gov.uk/Place/BikePoints_191,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Hyde Park Corner, Hyde Park",[],BikePoint,51.503117,BikePoints_191
-0.133201,[],https://api-argon.tfl.gov.uk/Place/BikePoints_192,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Wardour Street, Soho",[],BikePoint,51.512515,BikePoints_192
-0.100186,[],https://api-argon.tfl.gov.uk/Place/BikePoints_193,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Bankside Mix, Bankside",[],BikePoint,51.505817,BikePoints_193
-0.106237,[],https://api-argon.tfl.gov.uk/Place/BikePoints_195,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Milroy Walk, South Bank",[],BikePoint,51.507244,BikePoints_195
-0.098497,[],https://api-argon.tfl.gov.uk/Place/BikePoints_196,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Union Street, The Borough",[],BikePoint,51.503688,BikePoints_196
-0.111606,[],https://api-argon.tfl.gov.uk/Place/BikePoints_197,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Stamford Street, South Bank",[],BikePoint,51.505569,BikePoints_197
-0.082989,[],https://api-argon.tfl.gov.uk/Place/BikePoints_199,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Great Tower Street, Monument",[],BikePoint,51.510484,BikePoints_199
-0.066078,[],https://api-argon.tfl.gov.uk/Place/BikePoints_200,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","LMU Commercial Road, Whitechapel",[],BikePoint,51.514924,BikePoints_200
-0.161113,[],https://api-argon.tfl.gov.uk/Place/BikePoints_201,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Dorset Square, Marylebone",[],BikePoint,51.522596,BikePoints_201
-0.069542,[],https://api-argon.tfl.gov.uk/Place/BikePoints_202,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Leman Street, Aldgate",[],BikePoint,51.512363,BikePoints_202
-0.100791,[],https://api-argon.tfl.gov.uk/Place/BikePoints_203,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","West Smithfield Rotunda, Farringdon",[],BikePoint,51.518218,BikePoints_203
-0.112432,[],https://api-argon.tfl.gov.uk/Place/BikePoints_204,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Margery Street, Clerkenwell",[],BikePoint,51.526599,BikePoints_204
-0.062697,[],https://api-argon.tfl.gov.uk/Place/BikePoints_206,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","New Road 1 , Whitechapel",[],BikePoint,51.518154,BikePoints_206
-0.153194,[],https://api-argon.tfl.gov.uk/Place/BikePoints_207,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Grosvenor Crescent, Belgravia",[],BikePoint,51.501352,BikePoints_207
-0.166304,[],https://api-argon.tfl.gov.uk/Place/BikePoints_208,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Mallory Street, Marylebone",[],BikePoint,51.525051,BikePoints_208
-0.165101,[],https://api-argon.tfl.gov.uk/Place/BikePoints_209,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Denyer Street, Knightsbridge",[],BikePoint,51.493583,BikePoints_209
-0.151926,[],https://api-argon.tfl.gov.uk/Place/BikePoints_210,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Hinde Street, Marylebone",[],BikePoint,51.516814,BikePoints_210
-0.158105,[],https://api-argon.tfl.gov.uk/Place/BikePoints_211,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Cadogan Place, Knightsbridge",[],BikePoint,51.494645,BikePoints_211
-0.199004,[],https://api-argon.tfl.gov.uk/Place/BikePoints_212,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Campden Hill Road, Notting Hill",[],BikePoint,51.506584,BikePoints_212
-0.149569,[],https://api-argon.tfl.gov.uk/Place/BikePoints_213,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Wellington Arch, Hyde Park",[],BikePoint,51.50274,BikePoints_213
-0.130504,[],https://api-argon.tfl.gov.uk/Place/BikePoints_214,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Endsleigh Gardens, Euston",[],BikePoint,51.526838,BikePoints_214
-0.088285,[],https://api-argon.tfl.gov.uk/Place/BikePoints_215,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Moorfields, Moorgate",[],BikePoint,51.519069,BikePoints_215
-0.18119,[],https://api-argon.tfl.gov.uk/Place/BikePoints_216,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Old Brompton Road, South Kensington",[],BikePoint,51.490945,BikePoints_216
-0.082422,[],https://api-argon.tfl.gov.uk/Place/BikePoints_217,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Wormwood Street, Liverpool Street",[],BikePoint,51.516154,BikePoints_217
-0.170194,[],https://api-argon.tfl.gov.uk/Place/BikePoints_218,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","St. Luke's Church, Chelsea",[],BikePoint,51.489716,BikePoints_218
-0.190393,[],https://api-argon.tfl.gov.uk/Place/BikePoints_219,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Bramham Gardens, Earl's Court",[],BikePoint,51.490163,BikePoints_219
-0.166485,[],https://api-argon.tfl.gov.uk/Place/BikePoints_220,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Chelsea Green, Chelsea",[],BikePoint,51.490664,BikePoints_220
-0.130458,[],https://api-argon.tfl.gov.uk/Place/BikePoints_221,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Horseferry Road, Westminster",[],BikePoint,51.494816,BikePoints_221
-0.155349,[],https://api-argon.tfl.gov.uk/Place/BikePoints_222,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Knightsbridge, Hyde Park",[],BikePoint,51.502757,BikePoints_222
-0.09022,[],https://api-argon.tfl.gov.uk/Place/BikePoints_223,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Rodney Road , Walworth",[],BikePoint,51.491484,BikePoints_223
-0.188129,[],https://api-argon.tfl.gov.uk/Place/BikePoints_224,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Whiteley's, Bayswater",[],BikePoint,51.514769,BikePoints_224
-0.196422,[],https://api-argon.tfl.gov.uk/Place/BikePoints_225,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Notting Hill Gate Station, Notting Hill",[],BikePoint,51.509353,BikePoints_225
-0.11548,[],https://api-argon.tfl.gov.uk/Place/BikePoints_227,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Great Percy Street, Clerkenwell",[],BikePoint,51.528915,BikePoints_227
-0.134621,[],https://api-argon.tfl.gov.uk/Place/BikePoints_228,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","St. James's Square, St. James's",[],BikePoint,51.507424,BikePoints_228
-0.103137,[],https://api-argon.tfl.gov.uk/Place/BikePoints_230,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Poured Lines, Bankside",[],BikePoint,51.506692,BikePoints_230
-0.178732,[],https://api-argon.tfl.gov.uk/Place/BikePoints_231,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Queen's Gate (Central), South Kensington",[],BikePoint,51.493967,BikePoints_231
-0.112753,[],https://api-argon.tfl.gov.uk/Place/BikePoints_232,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Carey Street, Holborn",[],BikePoint,51.51501,BikePoints_232
-0.130699,[],https://api-argon.tfl.gov.uk/Place/BikePoints_233,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Pall Mall East, West End",[],BikePoint,51.50777,BikePoints_233
-0.106992,[],https://api-argon.tfl.gov.uk/Place/BikePoints_234,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Liverpool Road (N1 Centre), Angel",[],BikePoint,51.534504,BikePoints_234
-0.110889,[],https://api-argon.tfl.gov.uk/Place/BikePoints_235,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Kennington Road  , Vauxhall",[],BikePoint,51.495718,BikePoints_235
-0.073438,[],https://api-argon.tfl.gov.uk/Place/BikePoints_236,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Fashion Street, Whitechapel",[],BikePoint,51.51838,BikePoints_236
-0.175116,[],https://api-argon.tfl.gov.uk/Place/BikePoints_238,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Frampton Street, Paddington",[],BikePoint,51.523353,BikePoints_238
-0.138019,[],https://api-argon.tfl.gov.uk/Place/BikePoints_239,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Warren Street Station, Euston",[],BikePoint,51.524438,BikePoints_239
-0.105692,[],https://api-argon.tfl.gov.uk/Place/BikePoints_240,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Colombo Street, Southwark",[],BikePoint,51.505459,BikePoints_240
-0.151359,[],https://api-argon.tfl.gov.uk/Place/BikePoints_242,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Beaumont Street, Marylebone",[],BikePoint,51.522008,BikePoints_242
-0.139625,[],https://api-argon.tfl.gov.uk/Place/BikePoints_243,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Gloucester Street, Pimlico",[],BikePoint,51.490962,BikePoints_243
-0.128585,[],https://api-argon.tfl.gov.uk/Place/BikePoints_244,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Earnshaw Street , Covent Garden",[],BikePoint,51.516118,BikePoints_244
-0.142207,[],https://api-argon.tfl.gov.uk/Place/BikePoints_245,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Grosvenor Road, Pimlico",[],BikePoint,51.485357,BikePoints_245
-0.099994,[],https://api-argon.tfl.gov.uk/Place/BikePoints_246,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Berry Street, Clerkenwell",[],BikePoint,51.522853,BikePoints_246
-0.168314,[],https://api-argon.tfl.gov.uk/Place/BikePoints_247,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","St. John's Wood Church, The Regent's Park",[],BikePoint,51.530052,BikePoints_247
-0.170279,[],https://api-argon.tfl.gov.uk/Place/BikePoints_248,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Triangle Car Park, Hyde Park",[],BikePoint,51.506451,BikePoints_248
-0.096191,[],https://api-argon.tfl.gov.uk/Place/BikePoints_249,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Harper Road, The Borough",[],BikePoint,51.498597,BikePoints_249
-0.162727,[],https://api-argon.tfl.gov.uk/Place/BikePoints_250,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Royal Avenue 1, Chelsea",[],BikePoint,51.489932,BikePoints_250
-0.079249,[],https://api-argon.tfl.gov.uk/Place/BikePoints_251,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Brushfield Street, Liverpool Street",[],BikePoint,51.518908,BikePoints_251
-0.116542,[],https://api-argon.tfl.gov.uk/Place/BikePoints_252,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Jubilee Gardens, South Bank",[],BikePoint,51.504636,BikePoints_252
-0.086379,[],https://api-argon.tfl.gov.uk/Place/BikePoints_253,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Shoreditch Park, Hoxton",[],BikePoint,51.534042,BikePoints_253
-0.106408,[],https://api-argon.tfl.gov.uk/Place/BikePoints_254,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Chadwell Street, Angel",[],BikePoint,51.530515,BikePoints_254
-0.179592,[],https://api-argon.tfl.gov.uk/Place/BikePoints_255,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Clifton Road, Maida Vale",[],BikePoint,51.525575,BikePoints_255
-0.116764,[],https://api-argon.tfl.gov.uk/Place/BikePoints_256,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Houghton Street, Strand",[],BikePoint,51.51362,BikePoints_256
-0.154907,[],https://api-argon.tfl.gov.uk/Place/BikePoints_257,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Westminster University, Marylebone",[],BikePoint,51.522481,BikePoints_257
-0.178656,[],https://api-argon.tfl.gov.uk/Place/BikePoints_258,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Kensington Gore, Knightsbridge",[],BikePoint,51.501432,BikePoints_258
-0.13558,[],https://api-argon.tfl.gov.uk/Place/BikePoints_260,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Broadwick Street, Soho",[],BikePoint,51.513684,BikePoints_260
-0.191351,[],https://api-argon.tfl.gov.uk/Place/BikePoints_261,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Princes Square, Bayswater",[],BikePoint,51.513489,BikePoints_261
-0.103132,[],https://api-argon.tfl.gov.uk/Place/BikePoints_262,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","LSBU (Borough Road), Elephant & Castle",[],BikePoint,51.498744,BikePoints_262
-0.08066,[],https://api-argon.tfl.gov.uk/Place/BikePoints_263,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","St. Mary Axe, Aldgate",[],BikePoint,51.514225,BikePoints_263
-0.109256,[],https://api-argon.tfl.gov.uk/Place/BikePoints_264,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Tysoe Street, Clerkenwell",[],BikePoint,51.526443,BikePoints_264
-0.169249,[],https://api-argon.tfl.gov.uk/Place/BikePoints_265,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Southwick Street, Paddington",[],BikePoint,51.515953,BikePoints_265
-0.180246,[],https://api-argon.tfl.gov.uk/Place/BikePoints_266,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Queen's Gate (North), Kensington",[],BikePoint,51.501026,BikePoints_266
-0.132224,[],https://api-argon.tfl.gov.uk/Place/BikePoints_267,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Regency Street, Westminster",[],BikePoint,51.49206,BikePoints_267
-0.144132,[],https://api-argon.tfl.gov.uk/Place/BikePoints_268,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Belgrave Road, Victoria",[],BikePoint,51.493204,BikePoints_268
-0.08974,[],https://api-argon.tfl.gov.uk/Place/BikePoints_269,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Empire Square, The Borough",[],BikePoint,51.500823,BikePoints_269
-0.122492,[],https://api-argon.tfl.gov.uk/Place/BikePoints_270,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Kennington Lane Rail Bridge, Vauxhall",[],BikePoint,51.486343,BikePoints_270
