lon,childrenUrls,url,$type,commonName,children,placeType,lat,additionalProperties,id
-0.156285,[],https://api-argon.tfl.gov.uk/Place/BikePoints_271,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","London Zoo,  The Regent's Park",[],BikePoint,51.535836,BikePoints_271
-0.110699,[],https://api-argon.tfl.gov.uk/Place/BikePoints_272,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Baylis Road, Waterloo",[],BikePoint,51.501444,BikePoints_272
-0.114686,[],https://api-argon.tfl.gov.uk/Place/BikePoints_273,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Belvedere Road, South Bank",[],BikePoint,51.506133,BikePoints_273
-0.205284,[],https://api-argon.tfl.gov.uk/Place/BikePoints_274,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Warwick Road, Olympia",[],BikePoint,51.496712,BikePoints_274
-0.092176,[],https://api-argon.tfl.gov.uk/Place/BikePoints_275,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Barbican Centre, Barbican",[],BikePoint,51.520044,BikePoints_275
-0.191496,[],https://api-argon.tfl.gov.uk/Place/BikePoints_277,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Kensington Church Street, Kensington",[],BikePoint,51.503157,BikePoints_277
-0.07962,[],https://api-argon.tfl.gov.uk/Place/BikePoints_278,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Tooley Street, Bermondsey",[],BikePoint,51.503493,BikePoints_278
-0.176645,[],https://api-argon.tfl.gov.uk/Place/BikePoints_279,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","North Wharf Road, Paddington",[],BikePoint,51.518622,BikePoints_279
-0.162418,[],https://api-argon.tfl.gov.uk/Place/BikePoints_280,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Royal Avenue 2, Chelsea",[],BikePoint,51.490083,BikePoints_280
-0.059642,[],https://api-argon.tfl.gov.uk/Place/BikePoints_282,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Royal London Hospital, Whitechapel",[],BikePoint,51.519064,BikePoints_282
-0.112031,[],https://api-argon.tfl.gov.uk/Place/BikePoints_284,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Lambeth North Station, Waterloo",[],BikePoint,51.49914,BikePoints_284
-0.174653,[],https://api-argon.tfl.gov.uk/Place/BikePoints_286,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","St. John's Wood Road, St. John's Wood",[],BikePoint,51.527294,BikePoints_286
-0.128377,[],https://api-argon.tfl.gov.uk/Place/BikePoints_287,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Bedford Way, Bloomsbury",[],BikePoint,51.523673,BikePoints_287
-0.147478,[],https://api-argon.tfl.gov.uk/Place/BikePoints_288,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Elizabeth Bridge, Victoria",[],BikePoint,51.492369,BikePoints_288
-0.151296,[],https://api-argon.tfl.gov.uk/Place/BikePoints_289,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","South Audley Street, Mayfair",[],BikePoint,51.50923,BikePoints_289
-0.175488,[],https://api-argon.tfl.gov.uk/Place/BikePoints_290,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Winsland Street, Paddington",[],BikePoint,51.51678,BikePoints_290
-0.138089,[],https://api-argon.tfl.gov.uk/Place/BikePoints_291,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Claverton Street, Pimlico",[],BikePoint,51.484839,BikePoints_291
-0.165471,[],https://api-argon.tfl.gov.uk/Place/BikePoints_292,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Montpelier Street, Knightsbridge",[],BikePoint,51.498884,BikePoints_292
-0.209494,[],https://api-argon.tfl.gov.uk/Place/BikePoints_293,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Kensington Olympia Station, Olympia",[],BikePoint,51.498157,BikePoints_293
-0.135635,[],https://api-argon.tfl.gov.uk/Place/BikePoints_294,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","St. George's Square, Pimlico",[],BikePoint,51.488226,BikePoints_294
-0.092762,[],https://api-argon.tfl.gov.uk/Place/BikePoints_295,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Swan Street, The Borough",[],BikePoint,51.500296,BikePoints_295
-0.190603,[],https://api-argon.tfl.gov.uk/Place/BikePoints_296,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Knaresborough Place, Earl's Court",[],BikePoint,51.493631,BikePoints_296
-0.106,[],https://api-argon.tfl.gov.uk/Place/BikePoints_297,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Geraldine Street, Elephant & Castle",[],BikePoint,51.496127,BikePoints_297
-0.136928,[],https://api-argon.tfl.gov.uk/Place/BikePoints_299,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Vincent Square, Westminster",[],BikePoint,51.493985,BikePoints_299
-0.172729,[],https://api-argon.tfl.gov.uk/Place/BikePoints_300,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Serpentine Car Park, Hyde Park",[],BikePoint,51.505013,BikePoints_300
-0.148105,[],https://api-argon.tfl.gov.uk/Place/BikePoints_301,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Marylebone Lane, Marylebone",[],BikePoint,51.514759,BikePoints_301
-0.216573,[],https://api-argon.tfl.gov.uk/Place/BikePoints_302,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Putney Pier, Wandsworth",[],BikePoint,51.466907,BikePoints_302
-0.158456,[],https://api-argon.tfl.gov.uk/Place/BikePoints_303,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Albert Gate, Hyde Park",[],BikePoint,51.502953,BikePoints_303
-0.162097,[],https://api-argon.tfl.gov.uk/Place/BikePoints_304,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Cumberland Gate, Hyde Park",[],BikePoint,51.512118,BikePoints_304
-0.115853,[],https://api-argon.tfl.gov.uk/Place/BikePoints_305,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Kennington Lane Tesco, Vauxhall",[],BikePoint,51.486779,BikePoints_305
-0.135025,[],https://api-argon.tfl.gov.uk/Place/BikePoints_306,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Rathbone Street, Fitzrovia ",[],BikePoint,51.518162,BikePoints_306
-0.085666,[],https://api-argon.tfl.gov.uk/Place/BikePoints_308,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Long Lane , Bermondsey",[],BikePoint,51.499075,BikePoints_308
-0.116911,[],https://api-argon.tfl.gov.uk/Place/BikePoints_310,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Black Prince Road, Vauxhall",[],BikePoint,51.490867,BikePoints_310
-0.140485,[],https://api-argon.tfl.gov.uk/Place/BikePoints_311,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Foley Street, Fitzrovia",[],BikePoint,51.519181,BikePoints_311
-0.17677,[],https://api-argon.tfl.gov.uk/Place/BikePoints_312,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Grove End Road, St. John's Wood",[],BikePoint,51.530889,BikePoints_312
-0.138072,[],https://api-argon.tfl.gov.uk/Place/BikePoints_313,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Wells Street, Fitzrovia ",[],BikePoint,51.517344,BikePoints_313
-0.083159,[],https://api-argon.tfl.gov.uk/Place/BikePoints_314,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Tyers Gate, Bermondsey",[],BikePoint,51.500889,BikePoints_314
-0.153463,[],https://api-argon.tfl.gov.uk/Place/BikePoints_315,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","The Tennis Courts, The Regent's Park",[],BikePoint,51.525367,BikePoints_315
-0.141943,[],https://api-argon.tfl.gov.uk/Place/BikePoints_316,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Cardinal Place, Victoria",[],BikePoint,51.497684,BikePoints_316
-0.093913,[],https://api-argon.tfl.gov.uk/Place/BikePoints_317,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Dickens Square, Borough",[],BikePoint,51.496791,BikePoints_317
-0.138846,[],https://api-argon.tfl.gov.uk/Place/BikePoints_318,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Sackville Street, Mayfair",[],BikePoint,51.510048,BikePoints_318
-0.088542,[],https://api-argon.tfl.gov.uk/Place/BikePoints_319,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Baldwin Street, St. Luke's",[],BikePoint,51.527025,BikePoints_319
-0.139956,[],https://api-argon.tfl.gov.uk/Place/BikePoints_320,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Queen Mother Sports Centre, Victoria",[],BikePoint,51.493573,BikePoints_320
-0.081608,[],https://api-argon.tfl.gov.uk/Place/BikePoints_321,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Bermondsey Street, Bermondsey",[],BikePoint,51.497855,BikePoints_321
-0.073955,[],https://api-argon.tfl.gov.uk/Place/BikePoints_322,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Palissy Street, Shoreditch",[],BikePoint,51.526293,BikePoints_322
-0.083067,[],https://api-argon.tfl.gov.uk/Place/BikePoints_323,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Clifton Street, Shoreditch",[],BikePoint,51.523196,BikePoints_323
-0.101384,[],https://api-argon.tfl.gov.uk/Place/BikePoints_324,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Ontario Street, Elephant & Castle",[],BikePoint,51.49652,BikePoints_324
-0.129697,[],https://api-argon.tfl.gov.uk/Place/BikePoints_325,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","St. Martin's Street, West End",[],BikePoint,51.509087,BikePoints_325
-0.099981,[],https://api-argon.tfl.gov.uk/Place/BikePoints_326,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Graham Street, Angel",[],BikePoint,51.532661,BikePoints_326
-0.085603,[],https://api-argon.tfl.gov.uk/Place/BikePoints_327,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","New North Road 1, Hoxton",[],BikePoint,51.53095,BikePoints_327
-0.086016,[],https://api-argon.tfl.gov.uk/Place/BikePoints_328,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","New North Road 2, Hoxton",[],BikePoint,51.53114,BikePoints_328
-0.160854,[],https://api-argon.tfl.gov.uk/Place/BikePoints_329,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Prince Albert Road, The Regent's Park",[],BikePoint,51.535892,BikePoints_329
-0.179135,[],https://api-argon.tfl.gov.uk/Place/BikePoints_330,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Eastbourne Mews, Paddington",[],BikePoint,51.516417,BikePoints_330
-0.089887,[],https://api-argon.tfl.gov.uk/Place/BikePoints_331,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Bunhill Row, Moorgate",[],BikePoint,51.520858,BikePoints_331
-0.194757,[],https://api-argon.tfl.gov.uk/Place/BikePoints_332,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Nevern Place, Earl's Court",[],BikePoint,51.493343,BikePoints_332
-0.193764,[],https://api-argon.tfl.gov.uk/Place/BikePoints_333,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Palace Gardens Terrace, Notting Hill",[],BikePoint,51.508605,BikePoints_333
-0.115851,[],https://api-argon.tfl.gov.uk/Place/BikePoints_334,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Concert Hall Approach 1, South Bank",[],BikePoint,51.505044,BikePoints_334
-0.120718,[],https://api-argon.tfl.gov.uk/Place/BikePoints_335,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Tavistock Street, Covent Garden",[],BikePoint,51.511968,BikePoints_335
-0.115533,[],https://api-argon.tfl.gov.uk/Place/BikePoints_336,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Concert Hall Approach 2, South Bank",[],BikePoint,51.504942,BikePoints_336
-0.197524,[],https://api-argon.tfl.gov.uk/Place/BikePoints_337,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Pembridge Villas, Notting Hill",[],BikePoint,51.511084,BikePoints_337
-0.119643,[],https://api-argon.tfl.gov.uk/Place/BikePoints_338,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Wellington Street , Strand",[],BikePoint,51.511756,BikePoints_338
-0.111781,[],https://api-argon.tfl.gov.uk/Place/BikePoints_339,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Risinghill Street, Angel",[],BikePoint,51.533319,BikePoints_339
-0.087587,[],https://api-argon.tfl.gov.uk/Place/BikePoints_340,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Bank of England Museum, Bank",[],BikePoint,51.514441,BikePoints_340
-0.126021,[],https://api-argon.tfl.gov.uk/Place/BikePoints_341,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Craven Street, Strand",[],BikePoint,51.508103,BikePoints_341
-0.150181,[],https://api-argon.tfl.gov.uk/Place/BikePoints_343,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","London Zoo Car Park, The Regent's Park",[],BikePoint,51.536922,BikePoints_343
-0.101026,[],https://api-argon.tfl.gov.uk/Place/BikePoints_344,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Goswell Road (City Uni), Finsbury",[],BikePoint,51.528246,BikePoints_344
-0.166878,[],https://api-argon.tfl.gov.uk/Place/BikePoints_345,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Flood Street, Chelsea",[],BikePoint,51.488023,BikePoints_345
-0.113936,[],https://api-argon.tfl.gov.uk/Place/BikePoints_347,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Lower Marsh, Waterloo",[],BikePoint,51.500139,BikePoints_347
-0.150481,[],https://api-argon.tfl.gov.uk/Place/BikePoints_348,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Grosvenor Square, Mayfair",[],BikePoint,51.51217,BikePoints_348
-0.142783,[],https://api-argon.tfl.gov.uk/Place/BikePoints_349,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","St. George Street, Mayfair",[],BikePoint,51.51196,BikePoints_349
-0.179854,[],https://api-argon.tfl.gov.uk/Place/BikePoints_350,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Queen's Gate, Kensington Gardens",[],BikePoint,51.501715,BikePoints_350
-0.097122,[],https://api-argon.tfl.gov.uk/Place/BikePoints_351,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Macclesfield Rd, St Lukes",[],BikePoint,51.529423,BikePoints_351
-0.116625,[],https://api-argon.tfl.gov.uk/Place/BikePoints_352,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Vauxhall Street, Vauxhall",[],BikePoint,51.486965,BikePoints_352
-0.117286,[],https://api-argon.tfl.gov.uk/Place/BikePoints_355,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Oval Way, Vauxhall",[],BikePoint,51.486575,BikePoints_355
-0.173881,[],https://api-argon.tfl.gov.uk/Place/BikePoints_356,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","South Kensington Station, South Kensington",[],BikePoint,51.494412,BikePoints_356
-0.139016,[],https://api-argon.tfl.gov.uk/Place/BikePoints_357,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Howland Street, Fitzrovia",[],BikePoint,51.520994,BikePoints_357
-0.13544,[],https://api-argon.tfl.gov.uk/Place/BikePoints_359,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Butler Place, Westminster",[],BikePoint,51.497829,BikePoints_359
-0.138733,[],https://api-argon.tfl.gov.uk/Place/BikePoints_360,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Howick Place, Westminster",[],BikePoint,51.496753,BikePoints_360
-0.113426,[],https://api-argon.tfl.gov.uk/Place/BikePoints_361,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Waterloo Station 2, Waterloo",[],BikePoint,51.503919,BikePoints_361
-0.133952,[],https://api-argon.tfl.gov.uk/Place/BikePoints_362,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Royal College Street, Camden Town",[],BikePoint,51.536264,BikePoints_362
-0.171185,[],https://api-argon.tfl.gov.uk/Place/BikePoints_363,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Lord's, St. John's Wood",[],BikePoint,51.529121,BikePoints_363
-0.132339,[],https://api-argon.tfl.gov.uk/Place/BikePoints_364,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Alfred Place, Bloomsbury",[],BikePoint,51.519656,BikePoints_364
-0.100168,[],https://api-argon.tfl.gov.uk/Place/BikePoints_365,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","City Road, Angel",[],BikePoint,51.530344,BikePoints_365
-0.151126,[],https://api-argon.tfl.gov.uk/Place/BikePoints_366,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Millennium Hotel, Mayfair",[],BikePoint,51.510919,BikePoints_366
-0.164207,[],https://api-argon.tfl.gov.uk/Place/BikePoints_367,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Harrowby Street, Marylebone",[],BikePoint,51.517372,BikePoints_367
-0.15934,[],https://api-argon.tfl.gov.uk/Place/BikePoints_368,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Harriet Street, Knightsbridge",[],BikePoint,51.500241,BikePoints_368
-0.174593,[],https://api-argon.tfl.gov.uk/Place/BikePoints_370,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Paddington Green, Paddington",[],BikePoint,51.520205,BikePoints_370
-0.10988,[],https://api-argon.tfl.gov.uk/Place/BikePoints_371,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","King Edward Walk, Waterloo",[],BikePoint,51.49775,BikePoints_371
-0.117863,[],https://api-argon.tfl.gov.uk/Place/BikePoints_372,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Sardinia Street, Holborn",[],BikePoint,51.515208,BikePoints_372
-0.176415,[],https://api-argon.tfl.gov.uk/Place/BikePoints_373,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Prince Consort Road, Knightsbridge",[],BikePoint,51.499806,BikePoints_373
-0.113864,[],https://api-argon.tfl.gov.uk/Place/BikePoints_374,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Waterloo Station 1, Waterloo",[],BikePoint,51.504027,BikePoints_374
-0.194392,[],https://api-argon.tfl.gov.uk/Place/BikePoints_375,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Kensington Town Hall, Kensington",[],BikePoint,51.501945,BikePoints_375
-0.125674,[],https://api-argon.tfl.gov.uk/Place/BikePoints_376,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Millbank Tower, Pimlico",[],BikePoint,51.491884,BikePoints_376
-0.113656,[],https://api-argon.tfl.gov.uk/Place/BikePoints_377,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Waterloo Bridge, South Bank",[],BikePoint,51.505354,BikePoints_377
-0.179077,[],https://api-argon.tfl.gov.uk/Place/BikePoints_378,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Natural History Museum, South Kensington",[],BikePoint,51.495592,BikePoints_378
-0.200838,[],https://api-argon.tfl.gov.uk/Place/BikePoints_379,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Turquoise Island, Notting Hill",[],BikePoint,51.514311,BikePoints_379
-0.150666,[],https://api-argon.tfl.gov.uk/Place/BikePoints_380,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Stanhope Gate, Mayfair",[],BikePoint,51.506864,BikePoints_380
-0.135777,[],https://api-argon.tfl.gov.uk/Place/BikePoints_381,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Charlotte Street, Fitzrovia",[],BikePoint,51.51953,BikePoints_381
-0.147449,[],https://api-argon.tfl.gov.uk/Place/BikePoints_382,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Farm Street, Mayfair",[],BikePoint,51.509351,BikePoints_382
-0.131213,[],https://api-argon.tfl.gov.uk/Place/BikePoints_383,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Frith Street, Soho",[],BikePoint,51.513103,BikePoints_383
-0.192404,[],https://api-argon.tfl.gov.uk/Place/BikePoints_384,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Marloes Road, Kensington",[],BikePoint,51.496481,BikePoints_384
-0.13011,[],https://api-argon.tfl.gov.uk/Place/BikePoints_386,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Moor Street, Soho",[],BikePoint,51.513527,BikePoints_386
-0.121394,[],https://api-argon.tfl.gov.uk/Place/BikePoints_387,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Fire Brigade Pier, Vauxhall",[],BikePoint,51.493699,BikePoints_387
-0.121723,[],https://api-argon.tfl.gov.uk/Place/BikePoints_388,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Southampton Street, Strand",[],BikePoint,51.510701,BikePoints_388
-0.155757,[],https://api-argon.tfl.gov.uk/Place/BikePoints_389,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Upper Grosvenor Street, Mayfair",[],BikePoint,51.51013,BikePoints_389
-0.068856,[],https://api-argon.tfl.gov.uk/Place/BikePoints_390,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Buxton Street 1, Shoreditch",[],BikePoint,51.521776,BikePoints_390
-0.142345,[],https://api-argon.tfl.gov.uk/Place/BikePoints_391,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Clifford Street, Mayfair",[],BikePoint,51.510662,BikePoints_391
-0.179702,[],https://api-argon.tfl.gov.uk/Place/BikePoints_392,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Imperial College, Knightsbridge",[],BikePoint,51.499428,BikePoints_392
-0.103604,[],https://api-argon.tfl.gov.uk/Place/BikePoints_393,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Snow Hill, Farringdon",[],BikePoint,51.517334,BikePoints_393
-0.176268,[],https://api-argon.tfl.gov.uk/Place/BikePoints_394,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Aberdeen Place, St. John's Wood",[],BikePoint,51.524826,BikePoints_394
-0.159919,[],https://api-argon.tfl.gov.uk/Place/BikePoints_395,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Cadogan Gardens, Chelsea",[],BikePoint,51.492462,BikePoints_395
-0.163609,[],https://api-argon.tfl.gov.uk/Place/BikePoints_396,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Shouldham Street, Marylebone",[],BikePoint,51.51809,BikePoints_396
-0.17977,[],https://api-argon.tfl.gov.uk/Place/BikePoints_397,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Devonshire Terrace, Bayswater",[],BikePoint,51.51348,BikePoints_397
-0.200742,[],https://api-argon.tfl.gov.uk/Place/BikePoints_398,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Holland Park, Kensington",[],BikePoint,51.502319,BikePoints_398
-0.071653,[],https://api-argon.tfl.gov.uk/Place/BikePoints_399,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Brick Lane Market, Shoreditch",[],BikePoint,51.522617,BikePoints_399
-0.154106,[],https://api-argon.tfl.gov.uk/Place/BikePoints_400,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","George Street, Marylebone",[],BikePoint,51.517703,BikePoints_400
-0.075375,[],https://api-argon.tfl.gov.uk/Place/BikePoints_401,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Columbia Road, Shoreditch",[],BikePoint,51.528187,BikePoints_401
-0.171681,[],https://api-argon.tfl.gov.uk/Place/BikePoints_402,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Penfold Street, Marylebone",[],BikePoint,51.522892,BikePoints_402
-0.158249,[],https://api-argon.tfl.gov.uk/Place/BikePoints_403,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","George Place Mews, Marylebone",[],BikePoint,51.516892,BikePoints_403
-0.18267,[],https://api-argon.tfl.gov.uk/Place/BikePoints_405,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Gloucester Road Station, South Kensington",[],BikePoint,51.494185,BikePoints_405
-0.160785,[],https://api-argon.tfl.gov.uk/Place/BikePoints_406,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Speakers' Corner 2, Hyde Park",[],BikePoint,51.51222,BikePoints_406
-0.159988,[],https://api-argon.tfl.gov.uk/Place/BikePoints_407,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Speakers' Corner 1, Hyde Park",[],BikePoint,51.512303,BikePoints_407
-0.170704,[],https://api-argon.tfl.gov.uk/Place/BikePoints_408,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Paddington Green Police Station, Paddington",[],BikePoint,51.519943,BikePoints_408
-0.099828,[],https://api-argon.tfl.gov.uk/Place/BikePoints_409,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Strata, Elephant & Castle",[],BikePoint,51.493146,BikePoints_409
-0.169774,[],https://api-argon.tfl.gov.uk/Place/BikePoints_410,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Edgware Road Station, Marylebone",[],BikePoint,51.519968,BikePoints_410
-0.09968,[],https://api-argon.tfl.gov.uk/Place/BikePoints_411,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Walworth Road, Elephant & Castle",[],BikePoint,51.493372,BikePoints_411
-0.110121,[],https://api-argon.tfl.gov.uk/Place/BikePoints_412,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Cleaver Street, Kennington",[],BikePoint,51.488105,BikePoints_412
